question1,question2,score
exam-room,peak-index-in-a-mountain-array,0.0
water-bottles-ii,couples-holding-hands,0.0
design-a-text-editor,max-value-of-equation,0.0
find-duplicate-subtrees,minimum-amount-of-time-to-fill-cups,0.0
validate-ip-address,remove-duplicates-from-sorted-array-ii,0.0
strings-differ-by-one-character,plates-between-candles,0.0
minimum-absolute-difference-between-elements-with-constraint,count-ways-to-build-good-strings,0.0
cyclically-rotating-a-grid,letter-combinations-of-a-phone-number,0.0
second-largest-digit-in-a-string,number-of-ways-to-wear-different-hats-to-each-other,0.0
generate-a-string-with-characters-that-have-odd-counts,maximum-beauty-of-an-array-after-applying-operation,0.0
minimum-size-subarray-in-infinite-array,stamping-the-grid,0.0
peeking-iterator,find-the-longest-balanced-substring-of-a-binary-string,0.0
find-minimum-in-rotated-sorted-array-ii,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,0.0
maximum-score-words-formed-by-letters,maximize-the-minimum-powered-city,0.0
maximum-odd-binary-number,design-circular-queue,0.0
minimum-number-of-removals-to-make-mountain-array,design-a-text-editor,0.0
longest-common-subsequence,encode-n-ary-tree-to-binary-tree,0.0
sum-of-remoteness-of-all-cells,toss-strange-coins,0.0
latest-time-you-can-obtain-after-replacing-characters,flatten-nested-list-iterator,0.0
next-permutation,pacific-atlantic-water-flow,0.0
palindrome-removal,k-th-smallest-in-lexicographical-order,0.0
top-k-frequent-words,subtree-of-another-tree,0.0
reformat-phone-number,check-if-the-number-is-fascinating,0.0
substrings-of-size-three-with-distinct-characters,day-of-the-year,0.0
most-common-word,minimum-score-triangulation-of-polygon,0.0
n-repeated-element-in-size-2n-array,convert-sorted-list-to-binary-search-tree,0.0
maximum-subarray-sum-after-one-operation,implement-trie-prefix-tree,0.0
count-complete-tree-nodes,count-symmetric-integers,0.0
find-the-maximum-number-of-marked-indices,implement-magic-dictionary,0.0
maximum-number-of-k-divisible-components,design-an-expression-tree-with-evaluate-function,0.0
number-of-ways-to-divide-a-long-corridor,pacific-atlantic-water-flow,0.0
minimum-lines-to-represent-a-line-chart,baseball-game,0.0
length-of-longest-subarray-with-at-most-k-frequency,nth-magical-number,0.0
detect-cycles-in-2d-grid,number-of-substrings-with-fixed-ratio,0.0
operations-on-tree,distribute-candies,0.0
find-all-the-lonely-nodes,repeated-string-match,0.0
number-of-ways-to-split-array,reformat-the-string,0.0
remove-sub-folders-from-the-filesystem,maximum-number-of-points-with-cost,0.0
maximum-size-of-a-set-after-removals,lowest-common-ancestor-of-a-binary-tree-ii,0.0
odd-even-jump,finding-pairs-with-a-certain-sum,0.0
find-the-width-of-columns-of-a-grid,guess-number-higher-or-lower,0.0
find-a-peak-element-ii,restore-the-array,0.0
check-if-all-characters-have-equal-number-of-occurrences,divide-an-array-into-subarrays-with-minimum-cost-i,0.0
count-triplets-that-can-form-two-arrays-of-equal-xor,deepest-leaves-sum,0.0
number-of-ways-to-reach-a-position-after-exactly-k-steps,widest-pair-of-indices-with-equal-range-sum,0.0
check-if-string-is-decomposable-into-value-equal-substrings,ways-to-express-an-integer-as-sum-of-powers,0.0
valid-word,distribute-elements-into-two-arrays-i,0.0
redundant-connection,change-the-root-of-a-binary-tree,0.0
find-building-where-alice-and-bob-can-meet,longest-turbulent-subarray,0.0
sum-of-values-at-indices-with-k-set-bits,number-of-lines-to-write-string,0.0
excel-sheet-column-title,maximum-number-of-groups-getting-fresh-donuts,0.0
neither-minimum-nor-maximum,delete-duplicate-folders-in-system,0.0
number-of-nodes-in-the-sub-tree-with-the-same-label,largest-magic-square,0.0
maximize-the-profit-as-the-salesman,binary-tree-tilt,0.0
online-election,minimum-increment-operations-to-make-array-beautiful,0.0
design-hit-counter,binary-tree-pruning,0.0
split-bst,design-skiplist,0.0
longest-common-prefix,maximum-number-of-fish-in-a-grid,0.0
most-expensive-item-that-can-not-be-bought,find-mode-in-binary-search-tree,0.0
can-you-eat-your-favorite-candy-on-your-favorite-day,flower-planting-with-no-adjacent,0.0
partition-string-into-substrings-with-values-at-most-k,minimum-absolute-difference-in-bst,0.0
super-egg-drop,count-prefix-and-suffix-pairs-ii,0.0
brace-expansion-ii,check-if-there-is-a-valid-partition-for-the-array,0.0
maximum-size-of-a-set-after-removals,pyramid-transition-matrix,0.0
synonymous-sentences,keep-multiplying-found-values-by-two,0.0
reverse-string-ii,minimum-number-of-coins-for-fruits,0.0
flip-game-ii,decode-xored-permutation,0.0
maximum-score-of-spliced-array,design-skiplist,0.0
construct-the-rectangle,palindromic-substrings,0.0
count-triplets-that-can-form-two-arrays-of-equal-xor,sliding-window-maximum,0.0
frequency-tracker,number-of-atoms,0.0
student-attendance-record-i,put-boxes-into-the-warehouse-i,0.0
find-the-integer-added-to-array-i,reorganize-string,0.0
longest-even-odd-subarray-with-threshold,find-the-closest-marked-node,0.0
check-if-it-is-possible-to-split-array,amount-of-time-for-binary-tree-to-be-infected,0.0
longest-uncommon-subsequence-i,count-number-of-bad-pairs,0.0
rank-transform-of-a-matrix,merge-bsts-to-create-single-bst,0.0
push-dominoes,n-repeated-element-in-size-2n-array,0.0
number-of-ways-to-paint-n-3-grid,insert-delete-getrandom-o1,0.0
count-numbers-with-unique-digits-ii,check-if-there-is-a-valid-parentheses-string-path,0.0
checking-existence-of-edge-length-limited-paths-ii,design-hit-counter,0.0
car-fleet-ii,rearrange-characters-to-make-target-string,0.0
even-odd-tree,determine-the-winner-of-a-bowling-game,0.0
minimum-incompatibility,find-the-minimum-and-maximum-number-of-nodes-between-critical-points,0.0
subarray-sum-equals-k,height-checker,0.0
sum-of-two-integers,matrix-block-sum,0.0
intersection-of-two-linked-lists,consecutive-numbers-sum,0.0
the-maze-ii,sort-integers-by-the-power-value,0.0
remove-one-element-to-make-the-array-strictly-increasing,stone-game-ii,0.0
day-of-the-year,maximize-the-topmost-element-after-k-moves,0.0
minimum-time-to-finish-the-race,flipping-an-image,0.0
maximum-sum-of-subsequence-with-non-adjacent-elements,kth-distinct-string-in-an-array,0.0
making-file-names-unique,maximum-of-absolute-value-expression,0.0
design-file-system,largest-merge-of-two-strings,0.0
house-robber-ii,intersection-of-three-sorted-arrays,0.0
minimum-cost-for-tickets,assign-cookies,0.0
palindrome-partitioning-iii,flood-fill,0.0
pyramid-transition-matrix,maximum-profitable-triplets-with-increasing-prices-i,0.0
largest-number-after-digit-swaps-by-parity,set-matrix-zeroes,0.0
minimum-swaps-to-arrange-a-binary-grid,node-with-highest-edge-score,0.0
first-letter-to-appear-twice,best-team-with-no-conflicts,0.0
replace-all-s-to-avoid-consecutive-repeating-characters,find-pattern-in-infinite-stream-ii,0.0
decrease-elements-to-make-array-zigzag,shortest-bridge,0.0
number-of-pairs-of-strings-with-concatenation-equal-to-target,lowest-common-ancestor-of-a-binary-tree-ii,0.0
maximum-depth-of-binary-tree,maximum-gcd-sum-of-a-subarray,0.0
trapping-rain-water,longest-word-in-dictionary-through-deleting,0.0
four-divisors,number-of-substrings-containing-all-three-characters,0.0
uncrossed-lines,apply-operations-to-make-string-empty,0.0
random-flip-matrix,longest-chunked-palindrome-decomposition,0.0
expression-add-operators,longest-palindromic-subsequence,0.0
complex-number-multiplication,maximum-number-of-operations-with-the-same-score-i,0.0
minimum-number-of-vertices-to-reach-all-nodes,find-the-student-that-will-replace-the-chalk,0.0
the-maze,minimum-operations-to-make-median-of-array-equal-to-k,0.0
sqrtx,maximum-twin-sum-of-a-linked-list,0.0
split-bst,k-th-smallest-prime-fraction,0.0
sum-of-subarray-ranges,decoded-string-at-index,0.0
cut-off-trees-for-golf-event,subarrays-with-k-different-integers,0.0
row-with-maximum-ones,find-root-of-n-ary-tree,0.0
sort-array-by-parity,incremental-memory-leak,0.0
count-elements-with-strictly-smaller-and-greater-elements,find-and-replace-pattern,0.0
partition-array-for-maximum-sum,closest-nodes-queries-in-a-binary-search-tree,0.0
binary-search-tree-to-greater-sum-tree,minimum-number-of-operations-to-make-x-and-y-equal,0.0
generalized-abbreviation,diagonal-traverse-ii,0.0
find-the-middle-index-in-array,magnetic-force-between-two-balls,0.0
number-of-segments-in-a-string,range-frequency-queries,0.0
stone-game-iv,minimum-number-of-swaps-to-make-the-binary-string-alternating,0.0
count-nodes-equal-to-sum-of-descendants,count-and-say,0.0
remove-invalid-parentheses,print-in-order,0.0
find-all-possible-stable-binary-arrays-ii,all-elements-in-two-binary-search-trees,0.0
rotate-string,number-of-adjacent-elements-with-the-same-color,0.0
find-mode-in-binary-search-tree,modify-the-matrix,0.0
find-beautiful-indices-in-the-given-array-i,find-duplicate-subtrees,0.0
sum-of-numbers-with-units-digit-k,minimum-number-of-operations-to-sort-a-binary-tree-by-level,0.0
find-elements-in-a-contaminated-binary-tree,diagonal-traverse,0.0
android-unlock-patterns,minimize-malware-spread-ii,0.0
complex-number-multiplication,find-distance-in-a-binary-tree,0.0
merge-k-sorted-lists,maximum-number-of-balloons,0.0
binary-tree-cameras,flip-game-ii,0.0
zuma-game,vowels-of-all-substrings,0.0
abbreviating-the-product-of-a-range,stream-of-characters,0.0
merge-bsts-to-create-single-bst,largest-number-after-digit-swaps-by-parity,0.0
maximum-number-of-non-overlapping-substrings,pascals-triangle,0.0
rank-transform-of-an-array,design-parking-system,0.0
evaluate-boolean-binary-tree,smallest-range-ii,0.0
count-strictly-increasing-subarrays,number-of-islands,0.0
number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,find-duplicate-subtrees,0.0
maximum-number-of-pairs-in-array,unique-substrings-in-wraparound-string,0.0
three-consecutive-odds,movement-of-robots,0.0
two-sum-bsts,alice-and-bob-playing-flower-game,0.0
make-lexicographically-smallest-array-by-swapping-elements,add-bold-tag-in-string,0.0
add-strings,merge-two-binary-trees,0.0
validate-binary-search-tree,convert-1d-array-into-2d-array,0.0
longest-uploaded-prefix,xor-operation-in-an-array,0.0
maximum-total-beauty-of-the-gardens,number-of-unique-flavors-after-sharing-k-candies,0.0
linked-list-cycle-ii,intervals-between-identical-elements,0.0
largest-plus-sign,design-most-recently-used-queue,0.0
minimum-number-of-swaps-to-make-the-string-balanced,intersection-of-multiple-arrays,0.0
count-special-integers,replace-the-substring-for-balanced-string,0.0
maximum-of-minimum-values-in-all-subarrays,amount-of-time-for-binary-tree-to-be-infected,0.0
lexicographically-minimum-string-after-removing-stars,count-the-number-of-houses-at-a-certain-distance-i,0.0
count-subarrays-with-median-k,copy-list-with-random-pointer,0.0
sort-array-by-parity-ii,k-empty-slots,0.0
best-meeting-point,count-elements-with-maximum-frequency,0.0
smallest-common-region,latest-time-by-replacing-hidden-digits,0.0
longest-absolute-file-path,subrectangle-queries,0.0
minimum-initial-energy-to-finish-tasks,freedom-trail,0.0
maximum-performance-of-a-team,remove-zero-sum-consecutive-nodes-from-linked-list,0.0
take-k-of-each-character-from-left-and-right,best-time-to-buy-and-sell-stock,0.0
minimum-recolors-to-get-k-consecutive-black-blocks,beautiful-towers-ii,0.0
longest-happy-prefix,count-good-nodes-in-binary-tree,0.0
count-unreachable-pairs-of-nodes-in-an-undirected-graph,remove-invalid-parentheses,0.0
maximum-points-after-collecting-coins-from-all-nodes,find-missing-observations,0.0
minimum-xor-sum-of-two-arrays,maximum-width-of-binary-tree,0.0
strange-printer-ii,count-number-of-ways-to-place-houses,0.0
find-smallest-letter-greater-than-target,find-the-n-th-value-after-k-seconds,0.0
base-7,minimum-swaps-to-arrange-a-binary-grid,0.0
gcd-sort-of-an-array,largest-rectangle-in-histogram,0.0
count-equal-and-divisible-pairs-in-an-array,partition-labels,0.0
check-if-string-is-a-prefix-of-array,maximum-total-reward-using-operations-ii,0.0
longest-turbulent-subarray,design-twitter,0.0
k-radius-subarray-averages,numbers-at-most-n-given-digit-set,0.0
pascals-triangle-ii,minimum-window-substring,0.0
palindrome-rearrangement-queries,minimum-cost-to-separate-sentence-into-rows,0.0
apply-discount-every-n-orders,decrease-elements-to-make-array-zigzag,0.0
smallest-rectangle-enclosing-black-pixels,find-the-town-judge,0.0
number-of-closed-islands,minimum-cost-to-make-all-characters-equal,0.0
minimum-time-to-kill-all-monsters,largest-component-size-by-common-factor,0.0
maximum-number-of-integers-to-choose-from-a-range-i,number-of-burgers-with-no-waste-of-ingredients,0.0
longest-uncommon-subsequence-i,average-height-of-buildings-in-each-segment,0.0
number-of-operations-to-make-network-connected,longest-word-with-all-prefixes,0.0
counting-elements,walking-robot-simulation-ii,0.0
unique-morse-code-words,find-indices-with-index-and-value-difference-ii,0.0
shortest-word-distance-iii,kth-smallest-number-in-multiplication-table,0.0
distance-between-bus-stops,maximum-non-negative-product-in-a-matrix,0.0
minimum-weighted-subgraph-with-the-required-paths,happy-number,0.0
high-access-employees,minimum-distance-to-the-target-element,0.0
check-if-there-is-a-valid-partition-for-the-array,advantage-shuffle,0.0
maximum-trailing-zeros-in-a-cornered-path,maximize-happiness-of-selected-children,0.0
amount-of-time-for-binary-tree-to-be-infected,find-the-pivot-integer,0.0
maximize-total-tastiness-of-purchased-fruits,split-array-into-fibonacci-sequence,0.0
sum-of-two-integers,valid-word,0.0
double-a-number-represented-as-a-linked-list,maximum-number-of-balls-in-a-box,0.0
integer-to-roman,simple-bank-system,0.0
sum-game,data-stream-as-disjoint-intervals,0.0
maximum-number-of-groups-getting-fresh-donuts,parsing-a-boolean-expression,0.0
find-two-non-overlapping-sub-arrays-each-with-target-sum,print-in-order,0.0
cheapest-flights-within-k-stops,average-waiting-time,0.0
convert-binary-search-tree-to-sorted-doubly-linked-list,swap-for-longest-repeated-character-substring,0.0
maximum-palindromes-after-operations,maximum-enemy-forts-that-can-be-captured,0.0
total-hamming-distance,maximum-frequency-stack,0.0
number-of-possible-sets-of-closing-branches,the-number-of-full-rounds-you-have-played,0.0
day-of-the-year,maximum-xor-of-two-numbers-in-an-array,0.0
construct-quad-tree,minimum-cost-to-convert-string-i,0.0
check-if-number-has-equal-digit-count-and-digit-value,shortest-word-distance,0.0
count-the-number-of-special-characters-i,maximize-win-from-two-segments,0.0
count-the-number-of-houses-at-a-certain-distance-i,maximum-consecutive-floors-without-special-floors,0.0
find-the-integer-added-to-array-ii,maximum-number-of-balloons,0.0
insert-greatest-common-divisors-in-linked-list,parallel-courses,0.0
maximum-score-of-a-good-subarray,subtract-the-product-and-sum-of-digits-of-an-integer,0.0
palindrome-rearrangement-queries,shortest-cycle-in-a-graph,0.0
sequentially-ordinal-rank-tracker,determine-the-winner-of-a-bowling-game,0.0
minimum-rectangles-to-cover-points,maximum-number-of-robots-within-budget,0.0
distribute-candies-among-children-iii,palindrome-partitioning-iii,0.0
bold-words-in-string,find-smallest-common-element-in-all-rows,0.0
longest-increasing-subsequence,sum-of-digits-in-base-k,0.0
sum-of-total-strength-of-wizards,split-array-into-consecutive-subsequences,0.0
get-biggest-three-rhombus-sums-in-a-grid,maximum-binary-tree-ii,0.0
minimum-operations-to-remove-adjacent-ones-in-matrix,design-snake-game,0.0
house-robber,count-unguarded-cells-in-the-grid,0.0
flatten-a-multilevel-doubly-linked-list,number-of-pairs-of-strings-with-concatenation-equal-to-target,0.0
design-a-file-sharing-system,minimum-reverse-operations,0.0
count-vowel-substrings-of-a-string,maximum-units-on-a-truck,0.0
design-underground-system,maximum-frequency-score-of-a-subarray,0.0
